Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2000,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,30,0,0,30
2000,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,85,165,150,290,690
2000,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,365,0,40,405
2000,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,95,575,145,330,1145
2000,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,55,0,15,70
2000,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5310,3575,695,1675,11255
2000,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,165,0,35,200
2000,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,275,815,10860,2975,14925
2000,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,300,0,20,320
2000,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,110,70,270,130,580
2000,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,80,0,5,85
2000,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,10,40,20,75
2000,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,1215,0,80,1295
2000,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,180,135,1095,995,2405
2000,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,195,0,10,205
2000,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,20,30,250,230,530
2000,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,3340,0,15580,475,19395
2000,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,2005,0,245,2250
2000,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,895,1110,7895,3845,13745
2000,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,JR,C,365,0,300,1430,2095
2000,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,C,250,180,605,125,1160
2000,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,155,0,20,175
2000,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,15,35,760,285,1095
2000,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,BL,C,0,35,0,5,40
2000,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,20,10,435,90,555
2001,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,2260,7370,1070,1460,12160
2001,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,30,160,1120,400,1710
2001,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,60,75,1925,600,2660
2001,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,100,495,475,185,1255
2001,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,225,250,380,245,1100
2001,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,10,40,645,260,955
2001,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,15,160,2890,1220,4285
2001,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,310,330,1530,260,2430
2001,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,40,55,550,105,750
2001,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,0,5,800,90,895
2001,Ecuador,ECU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,10,10,390,100,510
2001,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,120,235,840,100,1295
2001,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,85,235,750,85,1155
2001,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,20,50,15,90
2001,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,45,45,215,105,410
2001,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,15,20,365,80,480
2001,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,15,45,1590,1255,2905
2001,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,555,295,4015,955,5820
2001,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,815,1855,4680,1530,8880
2001,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,15,315,145,480
2001,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,20,70,625,180,895
2001,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,1415,525,7245,980,10165
2001,"North Macedonia",MKD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,140,340,140,625
2001,Nepal,NPL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,25,15,770,190,1000
2001,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,25,130,745,355,1255
2001,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,220,130,2685,1255,4290
2001,Poland,POL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,0,10,650,140,800
2001,Romania,ROU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,0,70,880,1200,2150
2001,"Russian Federation",RUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,75,145,2370,1110,3670
2001,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,200,320,260,180,960
2001,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,165,1405,685,430,2685
2001,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,2845,1960,2145,1350,8300
2001,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,365,2045,7325,2005,11965
2001,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,120,50,520,75,765
2001,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,20,90,20,135
2001,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,195,275,6270,925,7665
2001,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,50,90,805,135,1080
2001,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,8155,0,34440,825,43420
2001,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,490,600,3925,1410,6425
2001,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,JR,C,260,0,60,1980,2300
2001,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,C,3810,2950,14120,370,21250
2001,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,10,25,825,290,1150
2001,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,115,45,1750,200,2110
2002,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,230,0,1235,580,2045
2002,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,115,4765,2360,935,8175
2002,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,165,0,955,80,1200
2002,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,20,285,695,255,1255
2002,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,200,0,1190,75,1465
2002,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,20,35,770,305,1130
2002,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,120,0,365,80,565
2002,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,65,700,420,155,1340
2002,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,90,0,230,35,355
2002,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,115,230,270,75,590
2002,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,55,0,505,25,585
2002,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,170,335,110,620
2002,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,165,0,2395,35,2595
2002,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,15,240,1850,1510,3615
2002,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,150,0,315,15,480
2002,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,40,45,395,45,525
2002,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,180,0,405,30,615
2002,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,35,60,420,60,575
2002,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,520,0,1035,95,1650
2002,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,155,305,1390,200,2050
2002,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,160,0,465,35,660
2002,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,45,20,345,70,480
2002,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,50,0,825,85,960
2002,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,0,10,1060,160,1230
2002,Ecuador,ECU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,45,0,305,15,365
2002,Ecuador,ECU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,20,10,240,50,320
2002,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,275,0,390,40,705
2002,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,140,210,675,80,1105
2002,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,230,0,340,50,620
2002,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,50,170,420,65,705
2002,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,36,0,47
2002,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,0,5,55,55,115
2002,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,175,15,200
2002,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,15,10,165,65,255
2002,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,65,0,245,15,325
2002,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,10,15,170,30,225
2002,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,45,0,1580,70,1695
2002,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,35,1125,690,1855
2002,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,1430,0,2210,125,3765
2002,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,395,145,2140,280,2960
2002,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,1130,0,2970,470,4570
2002,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,715,8195,1770,1230,11910
2002,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,40,0,320,40,400
2002,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,10,15,600,290,915
2002,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,95,0,430,30,555
2002,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,15,45,260,40,360
2002,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,1455,0,4880,100,6435
2002,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,340,275,3265,405,4285
2002,"North Macedonia",MKD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,55,0,390,40,485
2002,"North Macedonia",MKD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,140,220,75,440
2002,"Rep. of Moldova",MDA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,25,0,245,20,290
2002,"Rep. of Moldova",MDA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,110,290,305,710
2002,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,60,0,790,55,905
2002,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,25,75,675,335,1110
2002,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,395,0,2150,150,2695
2002,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,135,75,1660,645,2515
2002,Poland,POL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,35,0,800,60,895
2002,Poland,POL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,0,0,760,145,905
2002,Romania,ROU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,35,0,670,55,760
2002,Romania,ROU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,70,540,555,1170
2002,"Russian Federation",RUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,345,0,1360,105,1815
2002,"Russian Federation",RUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,15,20,250,75,360
2002,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,60,0,185,30,275
2002,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,125,245,245,70,685
2002,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,120,0,870,40,1030
2002,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,55,185,895,365,1500
2002,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,1065,0,1570,380,3015
2002,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,2515,1405,2260,560,6740
2002,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,995,0,4580,355,5930
2002,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,225,825,1940,505,3495
2002,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,50,0,250,5,305
2002,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,25,135,440,120,720
2002,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,225,0,240,20,485
2002,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,70,40,405,50,565
2002,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,50,5,65
2002,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,5,5,30,5,45
2002,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,1320,0,4070,130,5520
2002,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,150,200,2805,340,3495
2002,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,155,0,570,25,750
2002,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,35,120,445,65,665
2002,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,745,0,2475,180,3400
2002,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,295,370,3430,1080,5175
2002,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,JR,C,25,0,60,2890,2975
2002,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,C,2005,975,1700,40,4720
2002,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,65,0,420,30,515
2002,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,0,10,255,45,310
2002,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,925,0,1370,110,2405
2002,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,C,2240,110,2960,925,6235
2003,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,695,0,4415,440,5550
2003,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,84,601,3266,661,4612
2003,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,120,0,885,90,1095
2003,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,198,613,189,1005
2003,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,200,0,1255,110,1565
2003,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,37,725,186,953
2003,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,160,0,690,80,930
2003,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,36,474,849,136,1495
2003,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,10,72,5,92
2003,Argentina,ARG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2003,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,65,0,75
2003,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,232,13,255
2003,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2003,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,160,0,500,50,710
2003,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,130,276,436,79,921
2003,Benin,BEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,10,0,10
2003,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,50,0,575,45,670
2003,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,334,483,117,939
2003,Bhutan,BTN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,45,13,68
2003,"Burkina Faso",BFA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,11,0,11
2003,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,129,73,212
2003,"Bolivia (Plurinational State of)",BOL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,134,21,165
2003,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,19,0,19
2003,Brazil,BRA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,15,11,26
2003,"Bosnia and Herzegovina",BIH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,82,34,121
2003,Bulgaria,BGR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,39,13,52
2003,"Central African Rep.",CAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,13,0,13
2003,Chad,TCD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,28,5,43
2003,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,160,0,2550,60,2770
2003,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,26,153,1864,1883,3926
2003,Chile,CHL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,16,0,16
2003,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,170,0,540,25,735
2003,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,21,43,523,43,630
2003,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,150,0,445,30,625
2003,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,46,41,367,56,510
2003,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,720,0,1915,110,2745
2003,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,126,226,1979,172,2503
2003,Comoros,COM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2003,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,160,0,475,30,665
2003,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,18,5,377,54,454
2003,Cuba,CUB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,18,5,23
2003,Cyprus,CYP,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,92,10,102
2003,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,30,0,595,60,685
2003,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,179,51,230
2003,Ecuador,ECU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,50,0,375,20,445
2003,Ecuador,ECU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,13,313,48,379
2003,"Equatorial Guinea",GNQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,0,0,0,11
2003,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,500,0,960,60,1520
2003,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,76,178,954,66,1274
2003,Estonia,EST,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,30,13,43
2003,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,325,0,680,55,1060
2003,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,15,136,606,49,806
2003,Fiji,FJI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2003,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,100,5,110
2003,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,11,81,30,122
2003,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,13,39,1388,198,1638
2003,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,12,5,198,57,272
2003,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,20,0,285,35,340
2003,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,13,15,272,82,382
2003,Guinea-Bissau,GNB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,20,0,20
2003,Guatemala,GTM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,10,0,10
2003,Guinea,GIN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,38,154,26,229
2003,Guyana,GUY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,15,5,20
2003,Honduras,HND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2003,Croatia,HRV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,122,22,144
2003,Hungary,HUN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,16,5,21
2003,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,120,0,450,35,605
2003,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,26,28,450,77,581
2003,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,55,0,1635,75,1765
2003,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,33,1434,996,2474
2003,Indonesia,IDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,15,19,34
2003,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,1440,0,3255,175,4870
2003,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,146,128,3190,464,3928
2003,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,490,0,4435,475,5400
2003,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,86,2326,3861,1017,7290
2003,Israel,ISR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,82,10,92
2003,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,70,0,875,90,1035
2003,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,16,1067,225,1308
2003,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,40,0,40
2003,Kazakhstan,KAZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,20,5,25
2003,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,105,0,480,35,620
2003,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,19,46,271,49,385
2003,Kyrgyzstan,KGZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,23,10,38
2003,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,13,0,54,5,72
2003,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,110,0,345,20,475
